Individual Race Samples,Date,Race Event Name,Race Number,Horse Name,Jockey,Last Raced,Weight,Start Position,Finish Position,Odds,LIFE%WIN,AVESPRAT,W/RACE,LSPEDRAT,JOCK%WIN0,JOCK#WIN0,JIMISTDATA,NEWDIST,timeSinceLastRace,Age Of Horse,finishingPostioninLastRace,Finish position 2,numerical finishing position,weightCarriedInPastRace,Binary Odds,Weight2,odds2,AVESPRAT2,W/Race2,LSPEDRAT 2,Timesince,JOCK#RACE,JOCK#WIN,JOCK%WIN,JOCK#TOP3TOTAL,JOCK#TOP3%,JOCK#RACEL2,JOCK#WINL2,JOCK%WINL2,JOCK#TOP3TL2,JOCK%TOP3L2
,4/1/2023,Turf Paradise,113,Atomic Candy,Karlo Lopez,3/18/2023,122,3,0,13.7,0.2308,88.5,"$27,012.00 ",89,,,,,14,7,6-Mar,3,0.5,122,0,0.122,0.89,0.885,$0.03 ,0.89,0.14,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turf Paradise,113,Socal Red,Luis Negron,3/6/2023,122,4,0,8.7,0,84.5,"$27,059.00 ",81,,,,,26,4, 2/7,2,0.29,122,0,0.122,0.81,0.845,$0.03 ,0.81,0.26,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turf Paradise,113,Push Through,Aldo Arboleda,3/18/2023,122,7,0,23.4,0,79.5,"$5,299.00 ",90,,,,,14,8,6-Feb,2,0.33,122,0,0.122,0.9,0.795,$0.01 ,0.9,0.14,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turf Paradise,113,Fort Langley,Jose Zunino,2/28/2023,122,6,0,20.5,0.2308,84.25,"$4,799.00 ",82,,,,,32,7, 5/6,5,0.83,122,0,0.122,0.82,0.8425,$0.00 ,0.82,0.32,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turf Paradise,114,Janero Rose,Crystal Conning,3/6/2023,124,1,0,2.5,0.3846,76,"$29,528.00 ",83,,,,,26,5, 1/7,1,0.14,124,1,0.124,0.83,0.76,$0.03 ,0.83,0.26,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turf Paradise,114,Hollywood Mistress,Harry Hernandez,2/22/2023,122,7,0,3.5,0.3333,70,"$40,304.00 ",77,,,,,38,5, 2/5,2,0.4,122,0,0.122,0.77,0.7,$0.04 ,0.77,0.38,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turf Paradise,114,Reign of Fire,Alex Anaya,3/8/2023,124,2,0,7.3,0.2857,81.5,"$70,968.00 ",72,,,,,24,5, 3/7,3,0.43,124,0,0.124,0.72,0.815,$0.07 ,0.72,0.24,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turf Paradise,114,Speedy Gigi,Glenn Corbett ,3/8/2023,122,3,0,4.6,0.4,76.5,"$34,489.00 ",69,,,,,24,6,6-Jun,6,1,124,0,0.122,0.69,0.765,$0.03 ,0.69,0.24,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turf Paradise,114,Flash Flood,Fausto Da Silva,3/13/2023,124,6,0,4.8,0.25,62.25,"$16,263.00 ",78,,,,,19,6, 1/8,1,0.13,124,0,0.124,0.78,0.6225,$0.02 ,0.78,0.19,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turf Paradise,114,Dazzling Mist,Daniel Vergara,2/1/2023,122,4,0,9.3,0.3077,67.5,"$18,257.00 ",62,,,,,59,5, 5/6,5,0.83,122,0,0.122,0.62,0.675,$0.02 ,0.62,0.59,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turf Paradise,114,Eldorado Dream,Luis Valenzuela,3/8/2023,122,5,0,4.2,0.1429,74.5,"$14,960.00 ",76,,,,,24,5,6-Apr,4,0.67,124,0,0.122,0.76,0.745,$0.01 ,0.76,0.24,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turf Paradise,115,Single Lady,Daylor Berios-Lopez,2/22/2023,117,3,0,3,0.4,79.75,"$21,163.00 ",81,,,,,38,5,6-Apr,4,0.67,122,1,0.117,0.81,0.7975,$0.02 ,0.81,0.38,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turf Paradise,115,Diplomatica,Vergara,3/14/2023,124,2,0,2,0.1875,81.25,"$72,354.00 ",89,,,,,18,4, 1/7,1,0.14,124,0,0.124,0.89,0.8125,$0.07 ,0.89,0.18,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turf Paradise,115,Burrow Down,Glenn Corbett ,9/10/2022,122,7,0,16.1,0.3333,77.75,"$52,469.00 ",66,,,,,203,4,9-Jun,6,0.67,121,0,0.122,0.66,0.7775,$0.05 ,0.66,2.03,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turf Paradise,115,Zeyaraat,Henry Hernandez,5/3/2022,122,9,0,4.8,0,84.75,"$16,989.00 ",84,,,,,333,5,8-Apr,4,0.5,122,0,0.122,0.84,0.8475,$0.02 ,0.84,3.33,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turf Paradise,115,Loopy,Fausto Da Silva,1/28/2023,122,1,0,2.9,0.2941,80,"$37,657.00 ",84,,,,,63,6, 5/8,5,0.63,122,0,0.122,0.84,0.8,$0.04 ,0.84,0.63,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turf Paradise,115,Yes Please ,Karlo Lopez,2/22/2023,122,5,0,43.9,0,69.75,"$5,562.00 ",74,,,,,38,8, 3/4,3,0.75,122,0,0.122,0.74,0.6975,$0.01 ,0.74,0.38,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turf Paradise,115,Larimar,Luis Valenzuela,3/19/2023,122,6,0,27.1,0.0714,75.75,"$50,726.00 ",76,,,,,13,6, 2/5,2,0.4,122,0,0.122,0.76,0.7575,$0.05 ,0.76,0.13,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turf Paradise,115,Spun Line,Allyssa Morales,2/7/2023,122,8,0,53.9,0.2727,70.25,"$4,278.00 ",49,,,,,53,7,7-Jul,7,1,122,0,0.122,0.49,0.7025,$0.00 ,0.49,0.53,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turf Paradise,115,My Crafty Gal,Aldo Arboleda,8/11/2022,122,4,0,6.9,0,66,$340.00 ,59,,,,,233,8,7-Jul,7,1,122,0,0.122,0.59,0.66,$0.00 ,0.59,2.33,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,116,Kissalot,Luan Machado,3/4/2023,124,5,0,3.01,0.1667,76.25,"$40,878.00 ",84,,,,,28,4,10-Jul,7,0.7,124,1,0.124,0.84,0.7625,$0.04 ,0.84,0.28,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,116,DqQ-Future Victor,Perry Ouzts,3/17/2023,124,3,0,11.51,0,80.5,"$6,585.00 ",83,,,,,15,5, 5/9,5,0.56,124,0,0.124,0.83,0.805,$0.01 ,0.83,0.15,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,116,Mr. Peterkin,Rafael Hernandez,2/4/2023,122,4,0,36.44,0.3333,68.75,"$21,182.00 ",79,,,,,56,5,11-Jan,1,0.09,124,0,0.122,0.79,0.6875,$0.02 ,0.79,0.56,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,116,Blueberry,Adam Beschizza,3/17/2023,124,6,0,9.88,0.25,84,"$36,177.00 ",78,,,,,15,4, 8/9,8,0.89,124,0,0.124,0.78,0.84,$0.04 ,0.78,0.15,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,116,Mucho Mojo,Joseph Ramos,3/17/2023,124,1,0,2.05,0.1667,85.25,"$40,620.00 ",88,,,,,15,4,9-Mar,3,0.33,124,0,0.124,0.88,0.8525,$0.04 ,0.88,0.15,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,116,Juulstone,Gerado Corrales,2/18/2023,122,9,0,6.38,0.125,78.75,"$42,136.00 ",75,,,,,42,6, 5/8,5,0.63,124,0,0.122,0.75,0.7875,$0.04 ,0.75,0.42,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,116,El Franco,Hannah Leahey,3/10/2023,115,7,0,39.99,0.0625,81,"$11,456.00 ",74,,,,,22,6,11-Aug,8,0.73,124,0,0.115,0.74,0.81,$0.01 ,0.74,0.22,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,116,Artie's Lady,Emmanuel Esquivel,3/17/2023,124,2,0,24.75,0,83.25,"$6,060.00 ",81,,,,,15,5,9-Jun,6,0.67,124,0,0.124,0.81,0.8325,$0.01 ,0.81,0.15,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,116,Rogue Element,Joseph Talamo,1/21/2023,124,8,0,3.18,0.1667,88.5,"$42,909.00 ",95,,,,,70,6, 8/9,8,0.89,124,0,0.124,0.95,0.885,$0.04 ,0.95,0.7,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,118,Intrigue,Gerado Corrales,2/23/2023,123,2,0,1.13,0.2857,90,"$57,251.00 ",93,,,,,37,4,11-Mar,3,0.27,123,1,0.123,0.93,0.9,$0.06 ,0.93,0.37,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,118,Tap Dancing Lady,Fernando De La Cruz,2/25/2023,123,5,0,6.77,0.0667,87.75,"$25,800.00 ",93,,,,,35,4,11-Aug,8,0.73,120,0,0.123,0.93,0.8775,$0.03 ,0.93,0.35,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,118,Malloy,Jareth Loveberry,10/8/2022,123,6,0,18.64,0,78,"$30,300.00 ",78,,,,,175,5, 7/8,7,0.88,121,0,0.123,0.78,0.78,$0.03 ,0.78,1.75,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,118,Fast Giselle,Alex Achard,3/9/2023,123,1,0,4.83,0.4,85,"$85,477.00 ",89,,,,,23,4, 1/9,1,0.11,123,0,0.123,0.89,0.85,$0.09 ,0.89,0.23,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,118,Hermana,Luan Machado,2/23/2023,123,8,0,0.21,0.2857,82.25,"$10,439.00 ",90,,,,,37,4,11-Jun,6,0.55,123,0,0.123,0.9,0.8225,$0.01 ,0.9,0.37,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,118,Strong Odor,Edgar Morales,2/24/2023,123,7,0,7.41,0,82.5,"$56,160.00 ",86,,,,,36,6,7-Jul,7,1,123,0,0.123,0.86,0.825,$0.06 ,0.86,0.36,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,118,Ms Temptation,Joseph Ramos,3/16/2023,123,3,0,23.52,0.0667,76.5,"$46,549.00 ",65,,,,,16,5,11-Oct,10,0.91,123,0,0.123,0.65,0.765,$0.05 ,0.65,0.16,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,118,Roc's Princess,Alberto Burgos,2/23/2023,123,4,0,22.66,0,80.25,"$29,755.00 ",82,,,,,37,5,11-Aug,8,0.73,123,0,0.123,0.82,0.8025,$0.03 ,0.82,0.37,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,119,Sunday Shoes,Jareth Loveberry,2/15/2023,120,6,0,1.17,1,21.5,"$142,920.00 ",86,,,,,45,3,12-Jan,1,0.08,115,1,0.12,0.86,0.215,$0.14 ,0.86,0.45,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,119,Jill Jitterbug,Emmanuel Esquivel,3/4/2023,120,4,0,6.78,0.4,81,"$214,856.00 ",90,,,,,28,3, 2/7,2,0.29,118,0,0.12,0.9,0.81,$0.21 ,0.9,0.28,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,119,B G Warrior,Fernando De La Cruz,3/4/2023,124,2,0,5,0.1818,76.25,"$133,266.00 ",86,,,,,28,3, 3/7,3,0.43,122,0,0.124,0.86,0.7625,$0.13 ,0.86,0.28,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,119,Somebody's Problem,Gerado Corrales,10/28/2022,124,1,0,8.14,0.5,74.25,"$25,595.00 ",70,,,,,155,3,10-Aug,8,0.8,118,0,0.124,0.7,0.7425,$0.03 ,0.7,1.55,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,119,Willow Bend,Luan Machado,3/10/2023,122,7,0,27.62,0.3333,70.5,"$50,148.00 ",83,,,,,22,3,11-Jan,1,0.09,122,0,0.122,0.83,0.705,$0.05 ,0.83,0.22,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,119,Twice as Sweet,Declan Cannon,2/4/2023,124,3,0,7.67,0.3333,77,"$44,930.00 ",58,,,,,56,3, 7/9,7,0.78,120,0,0.124,0.58,0.77,$0.04 ,0.58,0.56,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,119,Personal Pursuit,Joseph Ramos,3/8/2023,120,9,0,12.07,0.1667,84,"$22,512.00 ",89,,,,,24,3, 2/7,2,0.29,118,0,0.12,0.89,0.84,$0.02 ,0.89,0.24,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,119,Cora Pearl,Thomas Pompell,2/24/2023,120,5,0,71.91,0.6667,49,"$12,050.00 ",61,,,,,36,3,4-Apr,4,1,114,0,0.12,0.61,0.49,$0.01 ,0.61,0.36,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,119,Sally's Sassy,Joseph Talamo,3/6/2023,124,10,0,41.21,0.4286,65.75,"$26,440.00 ",51,,,,,26,3, 5/6,5,0.83,125,0,0.124,0.51,0.6575,$0.03 ,0.51,0.26,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,119,Collecting Flatter,Rafael Hernandez,11/5/2022,124,8,0,10.94,0.6,82.5,"$7,106.00 ",86,,,,,147,3,11-Jan,1,0.09,122,0,0.124,0.86,0.825,$0.01 ,0.86,1.47,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,120,Takafumi (BRZ),Thiago Canuto,3/11/2023,120,4,0,2.78,0.3846,87.75,"$35,977.00 ",80,,,,,21,7,11-Jul,7,0.64,120,1,0.12,0.8,0.8775,$0.04 ,0.8,0.21,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,120,Hemp Hemp Hurray,Rafael Hernandez,3/14/2023,120,7,0,5.95,0,78.75,"$9,343.00 ",74,,,,,18,8,7-Jul,7,1,124,0,0.12,0.74,0.7875,$0.01 ,0.74,0.18,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,120,English Tide,Luan Machado,3/16/2023,120,1,0,6.44,0,78,"$24,794.00 ",94,,,,,16,6,10-Feb,2,0.2,123,0,0.12,0.94,0.78,$0.02 ,0.94,0.16,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,120,Carom,Santiago Gonzalez,3/24/2023,121,10,0,2.77,0.0909,82.75,"$48,901.00 ",82,,,,,8,8, 5/8,5,0.63,120,0,0.121,0.82,0.8275,$0.05 ,0.82,0.08,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,120,Toss of Fate,Fernando De La Cruz,3/18/2023,120,9,0,18.54,0,69.75,"$16,520.00 ",71,,,,,14,7,8-Jun,6,0.75,120,0,0.12,0.71,0.6975,$0.02 ,0.71,0.14,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,120,Leave it to Kitten,Alberto Burgos,3/15/2023,120,5,0,13.05,0.0833,83,"$54,830.00 ",89,,,,,17,7,12-Jan,1,0.08,124,0,0.12,0.89,0.83,$0.05 ,0.89,0.17,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,120,Graceful Kitten,Walter Rodriguez,3/11/2023,115,2,0,5.3,0.0588,84.5,"$35,259.00 ",79,,,,,21,6,11-Aug,8,0.73,120,0,0.115,0.79,0.845,$0.04 ,0.79,0.21,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,120,Bajan Rum,Alice Beckman,3/9/2023,113,8,0,29.39,0.1818,77.75,"$18,489.00 ",82,,,,,23,5,10-Mar,3,0.3,113,0,0.113,0.82,0.7775,$0.02 ,0.82,0.23,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,120,Sargeant Barger,Gerado Corrales,3/16/2023,120,6,0,12.48,0.1111,71.75,"$11,622.00 ",94,,,,,16,4,10-Mar,3,0.3,118,0,0.12,0.94,0.7175,$0.01 ,0.94,0.16,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,120,Carmel Bay,David Haldar,2/25/2023,120,3,0,57.92,0.0625,79,"$2,654.00 ",72,,,,,35,6,12-Sep,9,0.75,124,0,0.12,0.72,0.79,$0.00 ,0.72,0.35,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,121,Noble Jon,Santo Sanjur,2/17/2023,123,2,0,8.63,0.5,38.5,"$62,599.00 ",80,,,,,43,4,12-Oct,10,0.83,124,1,0.123,0.8,0.385,$0.06 ,0.8,0.43,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,121,Gun Rush,Rafael Hernandez,3/4/2023,123,6,0,6.47,0.125,71,"$83,947.00 ",74,,,,,28,4,11-Mar,3,0.27,124,0,0.123,0.74,0.71,$0.08 ,0.74,0.28,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,121,Big Boss Ben,Fernando De La Cruz,3/10/2023,123,1,0,6.56,0,66.5,"$26,206.00 ",62,,,,,22,4, 7/9,7,0.78,123,0,0.123,0.62,0.665,$0.03 ,0.62,0.22,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,121,Indigo Rich,Perry Ouzts,2/24/2023,123,10,0,32.16,0,49.5,"$5,015.00 ",61,,,,,36,5,10-Aug,8,0.8,123,0,0.123,0.61,0.495,$0.01 ,0.61,0.36,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,121,Undismayed,Malcom Franklin,3/11/2023,123,3,0,5.47,1,19.5,"$30,628.00 ",78,,,,,21,4, 1/9,1,0.11,125,0,0.123,0.78,0.195,$0.03 ,0.78,0.21,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,121,My Grass is Blue,Grace McEntee,2/18/2023,123,5,0,11.16,0.0909,70,"$31,180.00 ",76,,,,,42,4, 5/9,5,0.56,123,0,0.123,0.76,0.7,$0.03 ,0.76,0.42,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,121,Renaissance (IRE), Abel Lezcano,3/9/2023,118,4,0,2.87,0,70.25,"$26,436.00 ",84,,,,,23,4,11-Feb,2,0.18,122,0,0.118,0.84,0.7025,$0.03 ,0.84,0.23,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,121,Cleat, Walter Rodriguez,3/10/2023,118,7,0,4.57,0.1667,62.75,"$30,703.00 ",37,,,,,22,5,9-Sep,9,1,123,0,0.118,0.37,0.6275,$0.03 ,0.37,0.22,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,121,Levee Proud,Cory Orm,7/29/2022,123,9,0,33.75,0.1667,60,"$24,189.00 ",36,,,,,246,4,9-Sep,9,1,120,0,0.123,0.36,0.6,$0.02 ,0.36,2.46,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,121,Sprinklehead,Emmanuel Esquivel,3/4/2023,123,8,0,13.99,0.0833,66,"$61,253.00 ",70,,,,,28,5,11-Aug,8,0.73,124,0,0.123,0.7,0.66,$0.06 ,0.7,0.28,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Turfway Park,121,Speightmeister,Luan Machado,6/1/2022,123,11,0,21.71,0.5,31.75,$303.00 ,64,,,,,304,5,4-Feb,2,0.5,123,0,0.123,0.64,0.3175,$0.00 ,0.64,3.04,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/3/2023,Mahonning Valley Race Course,122,Smudge The Cat,Luis Rivera,3/2/2023,124,3,0,1.6,0.0769,62.5,"$17,373.00 ",57,,,,,32,4,12-Jul,7,0.58,126,1,0.124,0.57,0.625,$0.02 ,0.57,0.32,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/3/2023,Mahonning Valley Race Course,122,Catching Magic,Guilermo,3/6/2023,124,5,0,4.6,0.0625,43,"$10,932.00 ",60,,,,,28,4, 3/8,3,0.38,124,0,0.124,0.6,0.43,$0.01 ,0.6,0.28,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/3/2023,Mahonning Valley Race Course,122,Cajun Bayou,Frank Reyes,3/20/2023,124,2,0,0.9,0.1,60.5,"$6,892.00 ",79,,,,,14,4, 5/8,5,0.63,124,0,0.124,0.79,0.605,$0.01 ,0.79,0.14,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/3/2023,Mahonning Valley Race Course,122,Bay Defense,Angel Diaz,11/19/2022,124,1,0,28.7,0,56.75,$998.00 ,34,,,,,135,8,7-Jul,7,1,126,0,0.124,0.34,0.5675,$0.00 ,0.34,1.35,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/3/2023,Mahonning Valley Race Course,122,Pretty Loud,Kevin Gonzalez,3/15/2023,124,6,0,21.7,0.0417,53,"$8,848.00 ",58,,,,,19,4,8-Jun,6,0.75,124,0,0.124,0.58,0.53,$0.01 ,0.58,0.19,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/3/2023,Mahonning Valley Race Course,122,Awesome Break ,Victor Salazar Becerra ,3/23/2023,126,4,0,10.8,0.0714,42.75,"$13,300.00 ",60,,,,,11,5, 1/5,1,0.2,126,0,0.126,0.6,0.4275,$0.01 ,0.6,0.11,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/3/2023,Mahonning Valley Race Course,123,Tamanrassett,Erik Barbaran,3/16/2023,126,3,0,6.1,0.1765,73.25,"$29,598.00 ",74,,,,,18,5, 1/6,1,0.17,124,1,0.126,0.74,0.7325,$0.03 ,0.74,0.18,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/3/2023,Mahonning Valley Race Course,123,Klaatu,Brnadon Tapara,3/14/2023,124,2,0,10.1,0.1053,74.75,"$13,388.00 ",61,,,,,20,9,8-Aug,8,1,124,0,0.124,0.61,0.7475,$0.01 ,0.61,0.2,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/3/2023,Mahonning Valley Race Course,123,Debdurite,Angel Diaz,3/7/2023,124,1,0,2.2,0.3077,81.5,"$26,071.00 ",84,,,,,27,8,10-Feb,2,0.2,124,0,0.124,0.84,0.815,$0.03 ,0.84,0.27,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/3/2023,Mahonning Valley Race Course,123,Rosas Way,Victor Severino,3/16/2023,124,7,0,20.6,0.3077,68,"$19,096.00 ",62,,,,,18,6,6-Apr,4,0.67,124,0,0.124,0.62,0.68,$0.02 ,0.62,0.18,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/3/2023,Mahonning Valley Race Course,123,Giles,Luis Perez,3/14/2023,124,6,0,1.1,0.1429,80.25,"$20,823.00 ",86,,,,,20,7,8-Feb,2,0.25,124,0,0.124,0.86,0.8025,$0.02 ,0.86,0.2,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/3/2023,Mahonning Valley Race Course,123,Kramden,Frank Reyes,2/2/2023,124,5,0,6.8,0.1,73.75,"$7,567.00 ",70,,,,,60,6, 4/5,4,0.8,124,0,0.124,0.7,0.7375,$0.01 ,0.7,0.6,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/3/2023,Mahonning Valley Race Course,123,Holy Truth,Edgar Paucar,11/22/2022,124,4,0,29.2,0.25,67,"$1,920.00 ",61,,,,,132,6,6-Jun,6,1,123,0,0.124,0.61,0.67,$0.00 ,0.61,1.32,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/3/2023,Mahonning Valley Race Course,124,Danza Magic,Luis Batisa,3/15/2023,124,1,0,0.6,0.0556,57.25,"$69,413.00 ",58,,,,,19,4, 6/7,6,0.86,124,1,0.124,0.58,0.5725,$0.07 ,0.58,0.19,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/3/2023,Mahonning Valley Race Course,124,Patti Lou,Luis Rivera,3/8/2023,124,4,0,4.3,0.2,36,"$28,181.00 ",45,,,,,26,4, 3/8,3,0.38,124,0,0.124,0.45,0.36,$0.03 ,0.45,0.26,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/3/2023,Mahonning Valley Race Course,124,Shanghai Royalty,Eddie Dominguez,3/16/2023,126,5,0,17.3,0.1111,15.75,"$20,400.00 ",26,,,,,18,4, 1/5,1,0.2,126,0,0.126,0.26,0.1575,$0.02 ,0.26,0.18,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/3/2023,Mahonning Valley Race Course,124,Busybeing Fabulous,Fernando Salazar Becerra,3/8/2023,124,2,0,5.2,0,32.75,"$11,412.00 ",36,,,,,26,4,6-Jun,6,1,124,0,0.124,0.36,0.3275,$0.01 ,0.36,0.26,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
